forced_edge_u,forced_edge_v,forced_edge_node_u,forced_edge_node_v,status,forced_edge_cost,closure_upper,path_upper,declared_baseline_cycle_lower_bound,safe_gain_lower,safe_kappa_lower,safe_threshold_crossed,lkh_returncode,lkh_wall_seconds,hamiltonicity_verified,forced_edge_verified,baseline_path_membership_verified,objective_recomputed_independently,exact_hamiltonian_path_solved,exact_kappa_computed,resumed,error,task_key
5,10,6,11,verified_closure_witness,181,42497,42316,42231.0,-266.0,-0.4696132596685083,False,0,1.815623100148514,True,True,True,True,False,False,False,,8494c84d46c77279e099ad244c65c607f1d46779e480ea6b27d489e49053a744
6,10,7,11,verified_closure_witness,150,42328,42178,42231.0,-97.0,0.35333333333333333,False,0,1.6297023000661284,True,True,True,True,False,False,False,,e45a909175fd6315d979f88669c72c6c4992d0393decc544e5e0106930f624d0
6,14,7,15,verified_closure_witness,297,42541,42244,42231.0,-310.0,-0.04377104377104377,False,0,0.8791257999837399,True,True,True,True,False,False,False,,dfc7e7eff740edcff2c5d513c051869949a915ac8e81403a3ab542843bd9a5c4
7,16,8,17,verified_closure_witness,331,42284,41953,42231.0,-53.0,0.8398791540785498,False,0,0.7163601000793278,True,True,True,True,False,False,False,,7e2c6473219d7f3e7d7ba02220696affcab23deb06b2e8826266a0bb21685d2a
7,17,8,18,verified_closure_witness,363,42376,42013,42231.0,-145.0,0.6005509641873278,False,0,0.5179433000739664,True,True,True,True,False,False,False,,b439ab883a149509f8a2d9cd328ca6971eca11abe8f332fedaa0c2c925378e76
8,11,9,12,verified_closure_witness,398,42290,41892,42231.0,-59.0,0.8517587939698492,False,0,0.6738364999182522,True,True,True,True,False,False,False,,f8e02b8223c600693b2ee388e1c1082a0c152408aee2afa69e787d4013c28f66
8,17,9,18,verified_closure_witness,363,42408,42045,42231.0,-177.0,0.512396694214876,False,0,2.7524409000761807,True,True,True,True,False,False,False,,8ede810b0a3aa24459cefb98f3f5d6fb5ef609da8daeb635819bd832a4e6f4f7
9,14,10,15,verified_closure_witness,188,42496,42308,42231.0,-265.0,-0.4095744680851064,False,0,0.8710807999596,True,True,True,True,False,False,False,,ac075be3cdeae2499ba0feefeddf56e05e4d500ba69b4c470e990197789446c3
9,20,10,21,verified_closure_witness,285,42562,42277,42231.0,-331.0,-0.16140350877192983,False,0,1.0115046000573784,True,True,True,True,False,False,False,,5db9fd61a327a1ce79e4ea8b9fa9727725a6771190d2b168eb3ea69afe97f458
10,102,11,103,verified_closure_witness,260,42341,42081,42231.0,-110.0,0.5769230769230769,False,0,1.9718894998077303,True,True,True,True,False,False,False,,4df7e2b2a3202edfe5f31bf4b1dafac702e9510f87c55518e90c78678ca3b04e
11,22,12,23,verified_closure_witness,235,42302,42067,42231.0,-71.0,0.6978723404255319,False,0,0.6830659999977797,True,True,True,True,False,False,False,,e2a6b10b481acb3035ad6d0ca02b092aa937ee7bbf12ca4b350ac75be33d1019
11,23,12,24,verified_closure_witness,260,42305,42045,42231.0,-74.0,0.7153846153846154,False,0,0.6725649000145495,True,True,True,True,False,False,False,,ab802b190697c80ce9a9623b9592563f471e844c66235331d789e2b9aa04ad33
12,111,13,112,verified_closure_witness,267,42359,42092,42231.0,-128.0,0.5205992509363296,False,0,0.628126900177449,True,True,True,True,False,False,False,,cf076727f398dae178d997bdd283693128362416515ab643a219cbe179367fba
13,114,14,115,verified_closure_witness,240,42279,42039,42231.0,-48.0,0.8,False,0,2.886497200001031,True,True,True,True,False,False,False,,d6bbafd8f6b0964ff707bebf3c7745b7227abc44e6691b9d279ac624ebcf4546
13,115,14,116,verified_closure_witness,221,42198,41977,42231.0,33.0,1.1493212669683257,True,0,1.7108076999429613,True,True,True,True,False,False,False,,ecfe79f469b23c8b2a9dc6357132f7e984dc84212144060ba1040bac8a71dfc5
13,119,14,120,verified_closure_witness,275,42186,41911,42231.0,45.0,1.1636363636363636,True,0,0.7542612000834197,True,True,True,True,False,False,False,,c71738477e1290a84646706a52978ba836976eb9950e0f70e3a3ba1e7e16e974
14,21,15,22,verified_closure_witness,142,42355,42213,42231.0,-124.0,0.1267605633802817,False,0,0.8695996000897139,True,True,True,True,False,False,False,,00d0aee0d90a2f3ce7b9cfc781a602c4556804201e5e3945140bd9811713b273
14,28,15,29,verified_closure_witness,174,42255,42081,42231.0,-24.0,0.8620689655172413,False,0,0.967480800114572,True,True,True,True,False,False,False,,b18f7c1cb390d2d404cc58cae3fa448e1fa3ce198e059ccf8922b71c9d632d8e
15,23,16,24,verified_closure_witness,164,42291,42127,42231.0,-60.0,0.6341463414634146,False,0,1.6503972001373768,True,True,True,True,False,False,False,,04689eab87e7c17c3d45667f3fa223581bdb286d74fe97f1740b5e2c8e2232b1
15,24,16,25,verified_closure_witness,97,42286,42189,42231.0,-55.0,0.4329896907216495,False,0,2.155772800091654,True,True,True,True,False,False,False,,43b33ad4cada70f2a627b9a880742539f1891e3760a79be50c5190c445b2c9cf
15,25,16,26,verified_closure_witness,128,42257,42129,42231.0,-26.0,0.796875,False,0,0.8222237001173198,True,True,True,True,False,False,False,,02c7321eb7f8b1c7389753d3106713d1e290bd7ed433915b7f7e8d1cc3d71c4e
15,26,16,27,verified_closure_witness,184,42184,42000,42231.0,47.0,1.2554347826086956,True,0,0.6087187000084668,True,True,True,True,False,False,False,,3bdb3474ded0239770cdaa514173f96ccbe36f264c7be2697af60b6384e5dab5
16,18,17,19,verified_closure_witness,241,42296,42055,42231.0,-65.0,0.7302904564315352,False,0,0.689819399965927,True,True,True,True,False,False,False,,d184957b91f752eae37b09d5d3cffb2f6ea822f79b876d1499556c10b2594222
16,23,17,24,verified_closure_witness,251,42347,42096,42231.0,-116.0,0.5378486055776892,False,0,1.4746000999584794,True,True,True,True,False,False,False,,2902aeee3e33e8ece5c1e728766fb9e75c64090dd76b5f1578bc821d4c4a3ea2
17,25,18,26,verified_closure_witness,71,42246,42175,42231.0,-15.0,0.7887323943661971,False,0,0.9640852999873459,True,True,True,True,False,False,False,,85ad2bbbc89ebc2ca3c2238764c15beedf8af8728cce12a847c4183f6ee4b325
17,26,18,27,verified_closure_witness,173,42219,42046,42231.0,12.0,1.069364161849711,True,0,1.6914703000802547,True,True,True,True,False,False,False,,e36fd96b48d8455ea77f218b8f1d4762ce462767c69f0f7c4c476c85c0723768
17,36,18,37,verified_closure_witness,370,42295,41925,42231.0,-64.0,0.827027027027027,False,0,1.0598907000385225,True,True,True,True,False,False,False,,3456ac9a596419fd867df8826b86edb05126c79ff7276781b0e48a2b2b80baa8
18,25,19,26,verified_closure_witness,173,42239,42066,42231.0,-8.0,0.953757225433526,False,0,1.469332099892199,True,True,True,True,False,False,False,,335a6515cad6eb6f3de9d3ef54225bede85896e7583b60b32a669b4621ac710b
18,26,19,27,verified_closure_witness,71,42241,42170,42231.0,-10.0,0.8591549295774648,False,0,1.3687215000391006,True,True,True,True,False,False,False,,4ded152e9c0af4ebb3073e724302cf40f19b1a799aefe25319f305c31e59de64
19,20,20,21,verified_closure_witness,172,42305,42133,42231.0,-74.0,0.5697674418604651,False,0,2.5612057999242097,True,True,True,True,False,False,False,,bb93173df2be499e3487d4ab52c91708a6b494849a4fc211d07671eb29558d1b
19,21,20,22,verified_closure_witness,175,42372,42197,42231.0,-141.0,0.19428571428571428,False,0,1.4251447999849916,True,True,True,True,False,False,False,,2feb5de6a80d78be61ae61f11c2caef5c317fce655f835ab061be4671802b1b8
19,27,20,28,verified_closure_witness,71,42232,42161,42231.0,-1.0,0.9859154929577465,False,0,1.018725800095126,True,True,True,True,False,False,False,,03ec71eaff1e9e63f52124b46656ed6ad4fd193d4c2a9f181a0ba5b6fea801a1
19,29,20,30,verified_closure_witness,157,42247,42090,42231.0,-16.0,0.8980891719745223,False,0,0.8031936001498252,True,True,True,True,False,False,False,,a64bf25a3163e4eecb06f06dbfab952839dcdaedff7c6c5a4f6e473b96b20ac4
20,22,21,23,verified_closure_witness,177,42348,42171,42231.0,-117.0,0.3389830508474576,False,0,0.8943489999510348,True,True,True,True,False,False,False,,1b521f25f131b42969e8d4abfdb67d0fcc6d976f333c6a5ab52a78a6dcf5dc6d
20,28,21,29,verified_closure_witness,63,42240,42177,42231.0,-9.0,0.8571428571428571,False,0,0.8904544999822974,True,True,True,True,False,False,False,,48c07dec6170454c5c7f656bb096fa696ba8e15076fd0de590f4d7e271b6ab64
20,29,21,30,verified_closure_witness,148,42309,42161,42231.0,-78.0,0.47297297297297297,False,0,2.639600499998778,True,True,True,True,False,False,False,,fdd9b8bd436926dbe273deb48c3b6214bef1cdd15f7deed6e08e27a82a0ebd9f
20,30,21,31,verified_closure_witness,179,42320,42141,42231.0,-89.0,0.5027932960893855,False,0,0.8861543000675738,True,True,True,True,False,False,False,,6a62276bbd9d9a08af8d6ca68449d32ed8586fabf24904ff59d3bbb206b6e208
21,22,22,23,verified_closure_witness,173,42408,42235,42231.0,-177.0,-0.023121387283236993,False,0,1.1452794999349862,True,True,True,True,False,False,False,,e5f8aad1684c08be6826e5a92ae0effeed0fc9d415b2f49bca5dcaa1407fd73e
21,30,22,31,verified_closure_witness,150,42355,42205,42231.0,-124.0,0.17333333333333334,False,0,1.055279899854213,True,True,True,True,False,False,False,,c69e8951b347c040e55867def249b9ff7d9c758e22f333708af9ac78b5c33616
21,31,22,32,verified_closure_witness,177,42327,42150,42231.0,-96.0,0.4576271186440678,False,0,0.8087437998037785,True,True,True,True,False,False,False,,4ba4e05a273b8d36079638a723e012558a85cda2a9cdf81bd155af487fcc8bba
22,28,23,29,verified_closure_witness,175,42326,42151,42231.0,-95.0,0.45714285714285713,False,0,1.6832508000079542,True,True,True,True,False,False,False,,05eef524e49e56444a23d161f1e3bd5bd5eb3ba8cd494b20d9d83b27f51393f5
22,32,23,33,verified_closure_witness,189,42287,42098,42231.0,-56.0,0.7037037037037037,False,0,0.8849881999194622,True,True,True,True,False,False,False,,5c52412c8994cc4d950d5caf605b985adae8d7a66b0675d5147a21fa41d3fc6b
24,35,25,36,verified_closure_witness,316,42268,41952,42231.0,-37.0,0.8829113924050633,False,0,1.7511295001022518,True,True,True,True,False,False,False,,20bf62ef48ad22cfb1c927d5b254317fcab97a54c851d9ce0df6d9db829d2afd
24,36,25,37,verified_closure_witness,332,42289,41957,42231.0,-58.0,0.8253012048192772,False,0,0.698395699961111,True,True,True,True,False,False,False,,87ca97381c60437d14546665ca454f2e69664828e5e6d9a3215dc161dcf570cf
27,28,28,29,verified_closure_witness,173,42312,42139,42231.0,-81.0,0.5317919075144508,False,0,0.797345699975267,True,True,True,True,False,False,False,,2ae9290fb1442ef80f2d19bbf0feef94751ed04e0f7559bda999457cef19bc8f
27,30,28,31,verified_closure_witness,162,42362,42200,42231.0,-131.0,0.19135802469135801,False,0,0.7721700998954475,True,True,True,True,False,False,False,,fbb6f083fe0a603db003170b2409bd66ace61885d89a579384ae06cb2067e275
27,31,28,32,verified_closure_witness,195,42295,42100,42231.0,-64.0,0.6717948717948717,False,0,1.2338093998841941,True,True,True,True,False,False,False,,43a4b22c977467f5b11d2792c45382f0524e5c84c7cd51eb993d16d483a2aaf7
27,102,28,103,verified_closure_witness,140,42221,42081,42231.0,10.0,1.0714285714285714,True,0,0.8159413998946548,True,True,True,True,False,False,False,,7fd19d070491041975757f2b1101424775f101da8c0cc009519a4bcd9062c159
29,31,30,32,verified_closure_witness,92,42256,42164,42231.0,-25.0,0.7282608695652174,False,0,0.8608965999446809,True,True,True,True,False,False,False,,2e8ce292ac9a9536fb42cadbb7b24a00b99fd8fc487bc04d541797b81de12924
33,38,34,39,verified_closure_witness,344,42398,42054,42231.0,-167.0,0.5145348837209303,False,0,1.206201600143686,True,True,True,True,False,False,False,,4fc14023a9e8913e9982884af63ce1146afebd7691952d8200e6aa47d3dcd340
33,126,34,127,verified_closure_witness,296,42431,42135,42231.0,-200.0,0.32432432432432434,False,0,0.9020597999915481,True,True,True,True,False,False,False,,7c74f477f566cbed06adac50918a967fc1dbdde62539978066bc7b3ad2a08429
33,134,34,135,verified_closure_witness,302,42345,42043,42231.0,-114.0,0.6225165562913907,False,0,0.5547298998571932,True,True,True,True,False,False,False,,12166700464a948f4bd9bc8630f9dce0b86837bc186fd66c81f64037422c1b0b
33,135,34,136,verified_closure_witness,256,42332,42076,42231.0,-101.0,0.60546875,False,0,0.6669542000163347,True,True,True,True,False,False,False,,9efb4e447fbb4166e6b37a048c15a3b0c8f2d137c8cb352512a5ac3aeac2c1f9
34,133,35,134,verified_closure_witness,341,42455,42114,42231.0,-224.0,0.34310850439882695,False,0,2.4640983999706805,True,True,True,True,False,False,False,,4ef25c964f2a55c35d52d7e96938157d69ca3a433f009c6dc962cf2801b8676f
34,135,35,136,verified_closure_witness,326,42469,42143,42231.0,-238.0,0.26993865030674846,False,0,1.0712385000661016,True,True,True,True,False,False,False,,240d2006d501cec12b33fd6e15b91e3b93167d0a3a4e7aee76268d61ed7d7981
34,136,35,137,verified_closure_witness,301,42366,42065,42231.0,-135.0,0.5514950166112956,False,0,1.1530673000961542,True,True,True,True,False,False,False,,a746f55e68065d8c8e5ca915f1f27016d722ec5e6815c5401e4e877b3f3b312c
36,42,37,43,verified_closure_witness,370,42372,42002,42231.0,-141.0,0.6189189189189189,False,0,0.8564874001313001,True,True,True,True,False,False,False,,5bcbcae0d9d448600f50e2a95d649fe576b07e794a3e6e3aca6ec14a42c9f704
37,149,38,150,verified_closure_witness,383,42389,42006,42231.0,-158.0,0.587467362924282,False,0,0.6221946000587195,True,True,True,True,False,False,False,,0a6ef6724f4a5b7923d173e0e3cfe58889dccd1391b3bb62610f26b63bc5768a
38,144,39,145,verified_closure_witness,327,42262,41935,42231.0,-31.0,0.9051987767584098,False,0,0.9261924000456929,True,True,True,True,False,False,False,,16b0f61fc2bdf8b02c2f5b1ff8e7f646af1e692e2dff524313f5615453c29d81
38,149,39,150,verified_closure_witness,430,42412,41982,42231.0,-181.0,0.5790697674418605,False,0,0.7509188998956233,True,True,True,True,False,False,False,,cf08d58d9864c4367aa035c9266c06bdd5dd417c3e8d25df7e6f5f766a1a16db
39,47,40,48,verified_closure_witness,172,42353,42181,42231.0,-122.0,0.29069767441860467,False,0,2.514432500116527,True,True,True,True,False,False,False,,6da8ed70729eb868f620b06091dacc73491bdbbcae7428e0b5580754144c4436
39,49,40,50,verified_closure_witness,229,42398,42169,42231.0,-167.0,0.27074235807860264,False,0,1.491565299918875,True,True,True,True,False,False,False,,da538c119b189cb1b070b9b27ae9db0e20c7e951fa623630cd287ab0b1724e66
39,54,40,55,verified_closure_witness,288,42477,42189,42231.0,-246.0,0.14583333333333334,False,0,0.9755631999578327,True,True,True,True,False,False,False,,371c2bdaac1d71128a59eb056d7d947474989d1fa5700199147d60108a576d57
39,316,40,317,verified_closure_witness,359,42261,41902,42231.0,-30.0,0.9164345403899722,False,0,0.8912568998057395,True,True,True,True,False,False,False,,9aa25e29e94a2d02c6b93bf743ea0473bb00721f0b62fadf01d3a368070c2cb4
40,45,41,46,verified_closure_witness,128,42289,42161,42231.0,-58.0,0.546875,False,0,0.8990982000250369,True,True,True,True,False,False,False,,5a05d8e2dd6a5ad01da183c95ef8f7720f46c882284e7037a37704d922c9da92
40,46,41,47,verified_closure_witness,184,42426,42242,42231.0,-195.0,-0.059782608695652176,False,0,0.9984029000625014,True,True,True,True,False,False,False,,a9277e1ec57e1447fa7af93665bdfd91b66ca0dd93dc5b4b2d16ea5b1cc7e12a
40,51,41,52,verified_closure_witness,191,42398,42207,42231.0,-167.0,0.1256544502617801,False,0,2.4449318000115454,True,True,True,True,False,False,False,,8a482ef4f74a69b1f2f242de2b65cd54a29d4b0ea017b6ff0aa6648f78c5bcc1
41,43,42,44,verified_closure_witness,242,42319,42077,42231.0,-88.0,0.6363636363636364,False,0,1.0763895998243243,True,True,True,True,False,False,False,,3473cbaed6bfba9f5b3d752b478ea4e29a88714cea16434e10f6c4e1c26a21f7
42,51,43,52,verified_closure_witness,126,42362,42236,42231.0,-131.0,-0.03968253968253968,False,0,1.0251192001160234,True,True,True,True,False,False,False,,1d5eb8744d8afd2a8077c27676a90517dce29ad9e1f73b40a0b49802e15e44d2
42,52,43,53,verified_closure_witness,189,42481,42292,42231.0,-250.0,-0.32275132275132273,False,0,0.9405108999926597,True,True,True,True,False,False,False,,6edc0411ea4575520133264f7c70fb7ba1386e4625a14de99f0a2f1f90b3e842
43,50,44,51,verified_closure_witness,126,42388,42262,42231.0,-157.0,-0.24603174603174602,False,0,1.1244941998738796,True,True,True,True,False,False,False,,9a5e1bedb6fbb340a054c36cbac2eaa530c6b86baaa9a50b643be87cb60c732a
43,53,44,54,verified_closure_witness,189,42494,42305,42231.0,-263.0,-0.3915343915343915,False,0,1.6842729998752475,True,True,True,True,False,False,False,,9b8e65af3cf7a99c4d462669d5f5693e6e81ebc3749226da4c711298112b6242
44,49,45,50,verified_closure_witness,126,42282,42156,42231.0,-51.0,0.5952380952380952,False,0,1.047735899919644,True,True,True,True,False,False,False,,c27cdff839f140017cc30f45fea3a84a9a19682a061ad2e7b8db9b35023df61e
44,54,45,55,verified_closure_witness,189,42365,42176,42231.0,-134.0,0.291005291005291,False,0,1.8843463000375777,True,True,True,True,False,False,False,,b6d5dc68cefd5ddd0896e1ecb8c73198b9239d3711575964d2005626f3cdf522
44,315,45,316,verified_closure_witness,374,42303,41929,42231.0,-72.0,0.8074866310160428,False,0,1.1529101999476552,True,True,True,True,False,False,False,,6642c2ddf6a03c54b6c2228b009c7b20eb284709495a614effcbe296be47947e
45,52,46,53,verified_closure_witness,126,42415,42289,42231.0,-184.0,-0.4603174603174603,False,0,0.9761745999567211,True,True,True,True,False,False,False,,445dcd2f1e72233b0a2706e27c4c26c56d2fceb0114453e202252d03bc7dd3dc
45,57,46,58,verified_closure_witness,189,42481,42292,42231.0,-250.0,-0.32275132275132273,False,0,1.1048745000734925,True,True,True,True,False,False,False,,661f309b6680cf203bce69b0ae2dcea0e24141814d6ac30dca47b9880b680d54
46,53,47,54,verified_closure_witness,126,42496,42370,42231.0,-265.0,-1.1031746031746033,False,0,1.2150006999727339,True,True,True,True,False,False,False,,0c1f5f5d29f0507a7238f1d580781f89a0e4b30b2f4de776954464d85612a278
46,56,47,57,verified_closure_witness,189,42481,42292,42231.0,-250.0,-0.32275132275132273,False,0,0.8528532001655549,True,True,True,True,False,False,False,,d11621476ba64a74e6f7e0b8cfc2ecfeaeeb39d5bb57455713ecd9d5d4dafcac
46,103,47,104,verified_closure_witness,289,42462,42173,42231.0,-231.0,0.20069204152249134,False,0,0.8247712999582291,True,True,True,True,False,False,False,,3aae637a6606afc8a87ff549174d27df2227d8029011f677f0ee755aee552907
47,54,48,55,verified_closure_witness,126,42374,42248,42231.0,-143.0,-0.1349206349206349,False,0,0.95590929989703,True,True,True,True,False,False,False,,e8dfe1e98c3f7ffe43146718e7ebb61a218bfdfba15b30648aeebaf09f9ad95e
47,55,48,56,verified_closure_witness,189,42359,42170,42231.0,-128.0,0.32275132275132273,False,0,0.6073942999355495,True,True,True,True,False,False,False,,b591fdb433a18e7aea3a1ddff423923ad465f16014bd7b899917287ef0acf6f0
47,58,48,59,verified_closure_witness,324,42483,42159,42231.0,-252.0,0.2222222222222222,False,0,0.8136650000233203,True,True,True,True,False,False,False,,5124527b90d1aa6aa4239a8c97e300771b6d03f3a5032fbf6a7d2549f26fd84f
47,103,48,104,verified_closure_witness,272,42371,42099,42231.0,-140.0,0.4852941176470588,False,0,0.9327506998088211,True,True,True,True,False,False,False,,33e5f87eaf18bd1bb6352da674a79fb09b804f74f14ab5349a0db9b256ce6df6
47,315,48,316,verified_closure_witness,370,42343,41973,42231.0,-112.0,0.6972972972972973,False,0,0.9319275999441743,True,True,True,True,False,False,False,,fa18745b56c08bc2d46708859a8c55f1a1fc0082ff72e2efae96b26ee14d8dcf
48,55,49,56,verified_closure_witness,230,42325,42095,42231.0,-94.0,0.591304347826087,False,0,0.9397764001041651,True,True,True,True,False,False,False,,693f53ea475e8afd0bd89621125505ab415ae0ad0df486918e1806996e0d8461
49,55,50,56,verified_closure_witness,126,42337,42211,42231.0,-106.0,0.15873015873015872,False,0,0.8995618000626564,True,True,True,True,False,False,False,,e2dfb59097ef2e7b9aed176be193b84718c2b2d67de18f995cc8034dbde8567e
49,58,50,59,verified_closure_witness,264,42411,42147,42231.0,-180.0,0.3181818181818182,False,0,0.956921499921009,True,True,True,True,False,False,False,,72f92ec874c085f0b308d5fdbf6a073c1e91103ebefec0101f1a3f8e8b6d9a4a
49,315,50,316,verified_closure_witness,377,42338,41961,42231.0,-107.0,0.7161803713527851,False,0,0.6673467999789864,True,True,True,True,False,False,False,,99774970c052c3a5bd3de347fc55a8edf8ebbeaa269ac2927174be2d7f03558c
49,316,50,317,verified_closure_witness,370,42319,41949,42231.0,-88.0,0.7621621621621621,False,0,0.832329299999401,True,True,True,True,False,False,False,,c1d71b7f0e7003f267dc02dfd3f28799470dc8282064b0dcd17f9ccaa14c485c
50,56,51,57,verified_closure_witness,126,42306,42180,42231.0,-75.0,0.40476190476190477,False,0,0.9681826999876648,True,True,True,True,False,False,False,,9c09f795050aea28914c52adccd3b3246f27698ec895a9db205a86edf8d6bb6e
50,57,51,58,verified_closure_witness,202,42454,42252,42231.0,-223.0,-0.10396039603960396,False,0,0.8490634001791477,True,True,True,True,False,False,False,,f71a0852a504611f57365a5388d6c83631a534c6002525b7deda07abd3cb900e
51,56,52,57,verified_closure_witness,202,42416,42214,42231.0,-185.0,0.08415841584158416,False,0,0.5148823999334127,True,True,True,True,False,False,False,,42a7848eab510415256af774383ce41e933df6d77b28104d90c94a7ad7e266ef
51,57,52,58,verified_closure_witness,126,42306,42180,42231.0,-75.0,0.40476190476190477,False,0,1.6358620000537485,True,True,True,True,False,False,False,,e9aa6a361ccd067b91121e5cec294aeceee70aeb49512a7e17bab42a1bb46e39
52,62,53,63,verified_closure_witness,378,42549,42171,42231.0,-318.0,0.15873015873015872,False,0,2.158298800000921,True,True,True,True,False,False,False,,84c73b31e92fb3ebcb1e63e5adb73d50de72b14e6ed19bbb7dc9efc3b81d0813
53,104,54,105,verified_closure_witness,261,42429,42168,42231.0,-198.0,0.2413793103448276,False,0,1.9473946001380682,True,True,True,True,False,False,False,,e15dfd3bb5e1fdd28cb52ae03507b3e6778ebb8a08bf174d13700e7ca45b0f29
54,104,55,105,verified_closure_witness,242,42381,42139,42231.0,-150.0,0.38016528925619836,False,0,0.5232669999822974,True,True,True,True,False,False,False,,b6240e735c23b115f0fc5d9c471d065aa124f15590057875bc39aceeb5b84478
54,316,55,317,verified_closure_witness,374,42343,41969,42231.0,-112.0,0.7005347593582888,False,0,0.8933187001384795,True,True,True,True,False,False,False,,968811200e75b32d0cebcc6f4902bb8dfd2c373c5fd088c384264c6291f39c59
59,65,60,66,verified_closure_witness,345,42235,41890,42231.0,-4.0,0.9884057971014493,False,0,0.4776878000702709,True,True,True,True,False,False,False,,d652ffd019e80c497879b1b1e19ad42f2388fe3944978baad9cadebbf28a9935
59,160,60,161,verified_closure_witness,398,42518,42120,42231.0,-287.0,0.27889447236180903,False,0,0.6511222999542952,True,True,True,True,False,False,False,,884375418ffe9bc679e28effbd24f81a748112ec5cf9df85b2acd98095aad4fc
59,209,60,210,verified_closure_witness,426,42373,41947,42231.0,-142.0,0.6666666666666666,False,0,2.7835095999762416,True,True,True,True,False,False,False,,fc12885372602733d2ec67449770d8d59bf71d1491964d0fe8cf7b3df4d393f5
60,160,61,161,verified_closure_witness,469,42458,41989,42231.0,-227.0,0.5159914712153518,False,0,0.6485915000084788,True,True,True,True,False,False,False,,68c22317cb03cd13b2cf1e48fb5c0aefaf0373942afacda9402721ccb526db69
60,163,61,164,verified_closure_witness,326,42334,42008,42231.0,-103.0,0.6840490797546013,False,0,0.5943238998297602,True,True,True,True,False,False,False,,ada601f19eedba1dd25a7c528e69e6d1e9319fc77898dcf1afcc8e96d6f8b171
60,171,61,172,verified_closure_witness,473,42399,41926,42231.0,-168.0,0.6448202959830867,False,0,0.6231549999210984,True,True,True,True,False,False,False,,9ae5360d368f50c45cdbe21dc4c2be3392a413253da56b51f6b5795b5c46aa33
62,73,63,74,verified_closure_witness,363,42328,41965,42231.0,-97.0,0.7327823691460055,False,0,0.665478500071913,True,True,True,True,False,False,False,,b5682412c25e0b3b7459d06cc5266c35287f3d577ba3e78a95ee22862518ea92
63,67,64,68,verified_closure_witness,225,42293,42068,42231.0,-62.0,0.7244444444444444,False,0,0.6499396001454443,True,True,True,True,False,False,False,,f5fb428b8ae562c028c559ea1da5eca76df3f8c198047923b9c7d0e3c5a79099
63,75,64,76,verified_closure_witness,260,42404,42144,42231.0,-173.0,0.3346153846153846,False,0,0.6550096001010388,True,True,True,True,False,False,False,,594da19750a13443c9056c8610546f0b0f9fa1770f7b57a2825e2d62b09cb43a
